_key,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
434,434,WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,13.44B,7.31,219.43,-0.34%,"690,338"
435,435,IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,USA,13.44B,18.74,35.34,-0.81%,"4,412,417"
436,436,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,USA,13.38B,13.49,159.12,2.92%,"1,533,053"
437,437,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,13.24B,18.16,74.27,-0.38%,"521,370"
438,438,FBHS,"Fortune Brands Home & Security, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,13.22B,21.96,97.20,-0.18%,"654,945"
439,439,WRK,WestRock Company,Consumer Cyclical,Packaging & Containers,USA,13.17B,-,49.71,1.00%,"1,952,771"
440,440,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA,12.97B,18.41,101.10,1.59%,"398,982"
441,441,JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,USA,12.96B,45.42,176.12,0.18%,"321,664"
442,442,PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,USA,12.91B,27.06,138.09,2.62%,"800,620"
443,443,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,12.89B,20.98,189.35,-0.90%,"380,760"
444,444,IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,USA,12.73B,39.19,43.93,0.73%,"1,513,931"
445,445,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,USA,12.73B,18.07,120.35,0.51%,"453,763"
446,446,CBOE,"Cboe Global Markets, Inc.",Financial,Financial Data & Stock Exchanges,USA,12.33B,25.37,115.58,-2.07%,"503,340"
447,447,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,USA,12.20B,25.68,88.09,-0.10%,"639,420"
448,448,FFIV,"F5 Networks, Inc.",Technology,Software - Infrastructure,USA,12.06B,45.52,204.57,6.20%,"1,865,413"
449,449,WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,USA,12.03B,-,100.34,-3.82%,"5,171,736"
450,450,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,12.02B,26.87,136.70,-0.98%,"676,927"
451,451,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,USA,12.00B,20.67,91.32,-1.28%,"2,228,632"
452,452,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,11.90B,28.93,71.89,4.64%,"2,200,912"
453,453,SNA,Snap-on Incorporated,Industrials,Tools & Accessories,USA,11.76B,17.70,220.44,0.14%,"515,949"
454,454,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,11.59B,18.67,60.97,-0.85%,"928,679"
455,455,PENN,"Penn National Gaming, Inc.",Consumer Cyclical,Resorts & Casinos,USA,11.49B,-,71.78,-1.58%,"4,399,692"
456,456,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,11.49B,11.28,29.95,-1.38%,"2,375,647"
457,457,NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,USA,11.46B,19.44,27.33,-0.29%,"2,443,691"
458,458,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,USA,11.43B,-,16.05,-0.80%,"5,414,380"
459,459,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,11.39B,47.92,41.02,-0.56%,"2,173,030"
460,460,IVZ,Invesco Ltd.,Financial,Asset Management,USA,11.33B,15.85,24.26,-3.23%,"6,214,695"
461,461,BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,USA,11.23B,25.61,47.37,-0.80%,"1,449,263"
462,462,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,11.09B,29.16,70.11,0.43%,"815,162"
463,463,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,11.05B,-,50.01,-0.95%,"1,407,686"
464,464,GPS,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,USA,11.00B,36.01,29.24,-2.53%,"5,226,928"
465,465,REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,10.99B,73.98,65.32,0.69%,"858,468"
466,466,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,USA,10.94B,25.74,78.67,1.68%,"656,925"
467,467,IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,USA,10.62B,56.76,201.32,-5.41%,"363,039"
468,468,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,10.14B,25.50,47.37,-0.65%,"2,270,988"
469,469,NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,USA,9.98B,33.21,41.15,1.08%,"1,738,141"
470,470,RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,USA,9.98B,24.87,95.01,1.52%,"942,473"
471,471,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,9.91B,70.52,25.60,1.43%,"2,507,154"
472,472,DXC,DXC Technology Company,Technology,Information Technology Services,USA,9.91B,-,39.39,-1.08%,"1,089,072"
473,473,RE,"Everest Re Group, Ltd.",Financial,Insurance - Reinsurance,Bermuda,9.82B,11.73,245.03,0.59%,"253,243"
474,474,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,USA,9.71B,-,25.45,-2.19%,"12,661,152"
475,475,GL,Globe Life Inc.,Financial,Insurance - Life,USA,9.58B,12.76,93.41,-0.48%,"313,194"
476,476,PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,USA,9.58B,19.30,86.36,1.73%,"431,747"
477,477,LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,USA,9.51B,38.61,65.79,-13.53%,"4,348,823"
478,478,WU,The Western Union Company,Financial,Credit Services,USA,9.48B,12.91,23.35,-0.21%,"2,567,377"
479,479,CMA,Comerica Incorporated,Financial,Banks - Regional,USA,9.46B,8.79,67.63,-0.18%,"792,106"
480,480,AIZ,"Assurant, Inc.",Financial,Insurance - Specialty,USA,9.33B,24.53,156.72,0.60%,"222,198"
481,481,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,9.12B,-,11.37,-3.89%,"19,207,384"
482,482,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,9.11B,77.58,117.92,1.13%,"585,006"
483,483,JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,USA,8.97B,44.94,27.64,0.11%,"4,855,326"
484,484,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,8.89B,8.77,20.72,-0.48%,"6,202,630"
485,485,NLSN,Nielsen Holdings plc,Industrials,Consulting Services,USA,8.62B,73.57,24.13,-1.11%,"2,884,267"
486,486,UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,8.53B,89.60,20.34,-0.73%,"3,844,917"
487,487,VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA,8.49B,-,44.30,0.00%,"786,056"
488,488,SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,USA,8.39B,18.25,55.58,0.16%,"816,849"
489,489,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,8.38B,7.71,51.68,0.39%,"1,424,273"
490,490,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,8.16B,12.34,204.43,-0.36%,"115,156"
491,491,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,USA,8.09B,-,110.14,-1.18%,"615,013"
492,492,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,7.95B,-,59.32,-2.05%,"1,546,993"
493,493,UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,7.93B,68.06,17.56,-1.40%,"1,482,251"
494,494,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA,7.66B,-,29.12,-1.82%,"2,002,181"
495,495,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,USA,7.26B,124.24,102.25,-1.49%,"439,364"
496,496,APA,APA Corporation,Energy,Oil & Gas E&P,USA,7.03B,1031.11,18.56,-1.49%,"8,163,187"
497,497,PBCT,"People's United Financial, Inc.",Financial,Banks - Regional,USA,6.82B,22.55,15.94,1.53%,"3,844,598"
498,498,HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USA,6.31B,289.84,18.26,-0.49%,"2,868,514"
499,499,COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,6.30B,23.34,15.87,-1.92%,"4,537,137"
500,500,LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,6.28B,22.49,47.79,-0.77%,"740,393"
501,501,PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,6.22B,-,47.10,1.88%,"677,973"
502,502,UNM,Unum Group,Financial,Insurance - Life,USA,5.64B,7.22,27.80,-0.57%,"1,175,956"
503,503,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,5.56B,-,14.06,-1.33%,"3,688,457"
504,504,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,3.46B,15.66,7.36,-0.41%,"4,085,119"
505,505,DISCK,"Discovery, Inc.",Communication Services,Entertainment,USA,-,24.57,27.44,-1.54%,"2,562,884"
